NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
296.5,984595,537734,1111089,877806,173913
297.5,977065,521481,1099743,866096,175909
298.5,970152,506099,1088432,854894,177709
299.5,963821,491570,1077176,844189,179321
300.5,958031,477876,1065991,833966,180752
301.5,952741,464998,1054891,824210,182011
302.5,947912,452915,1043887,814905,183103
303.5,943500,441609,1032988,806032,184034
304.5,939463,431058,1022203,797575,184808
305.5,935759,421242,1011537,789513,185430
306.5,932344,412141,1000994,781826,185902
307.5,929175,403735,990575,774495,186225
308.5,926209,396005,980283,767499,186402
309.5,923404,388933,970115,760817,186431
310.5,920716,382500,960071,754429,186311
311.5,918104,376689,950148,748314,186042
312.5,915528,371485,940342,742452,185622
313.5,912949,366873,930649,736823,185046
314.5,910326,362837,921063,731409,184312
315.5,907625,359365,911580,726190,183416
316.5,904810,356445,902195,721150,182354
317.5,901848,354066,892900,716272,181121
318.5,898709,352217,883692,711539,179713
319.5,895363,350890,874563,706939,178126
320.5,891785,350076,865508,702456,176354
321.5,887952,349768,856523,698081,174393
322.5,883842,349960,847603,693802,172239
323.5,879438,350648,838742,689609,169887
324.5,874726,351825,829937,685496,167336
325.5,869693,353489,821185,681456,164580
326.5,864331,355637,812484,677484,161618
327.5,858635,358265,803831,673577,158448
328.5,852600,361373,795224,669732,155067
329.5,846228,364959,786664,665950,151475
330.5,839521,369023,778150,662231,147671
331.5,832485,373562,769683,658577,143656
332.5,825128,378578,761265,654990,139430
333.5,817461,384070,752896,651476,134996
334.5,809497,390037,744582,648038,130355
335.5,801249,396479,736323,644684,125510
336.5,792736,403396,728125,641419,120464
337.5,783974,410786,719992,638251,115222
338.5,774983,418648,711928,635186,109789
339.5,765784,426979,703939,632234,104169
340.5,756399,435776,696029,629401,98369
341.5,746848,445036,688206,626697,92394
342.5,737156,454754,680475,624128,86253
343.5,727344,464923,672841,621703,79953
344.5,717435,475536,665312,619428,73502
345.5,707452,486584,657893,617309,66910
346.5,697417,498055,650590,615354,60187
347.5,687351,509939,643410,613567,53344
348.5,677277,522219,636359,611952,46395
349.5,667213,534881,629442,610512,39356
350.5,657181,547905,622666,609250,32250
351.5,647197,561271,616034,608167,25115
352.5,637280,574956,609552,607263,18028
353.5,627446,588936,603225,606535,11239
354.5,617710,603181,597057,605983,6124
355.5,608086,617663,591051,605600,7782
356.5,598588,632349,585211,605383,14025
357.5,589227,647204,579540,605324,21126
358.5,580013,662192,574040,605415,28441
359.5,570956,677273,568712,605647,35819
360.5,562065,692406,563559,606010,43200
361.5,553347,707548,558581,606492,50551
362.5,544807,722653,553779,607080,57845
363.5,536452,737675,549152,607759,65061
364.5,528284,752566,544699,608516,72180
365.5,520309,767276,540421,609335,79183
366.5,512527,781754,536314,610199,86052
367.5,504942,795951,532377,611090,92769
368.5,497553,809815,528607,611992,99317
369.5,490361,823294,525002,612886,105678
370.5,483366,836338,521557,613754,111837
371.5,476567,848896,518268,614577,117776
372.5,469963,860918,515132,615338,123481
373.5,463551,872358,512143,616017,128935
374.5,457330,883167,509297,616598,134126
375.5,451296,893303,506587,617062,139040
376.5,445447,902722,504007,617392,143663
377.5,439780,911385,501552,617572,147985
378.5,434290,919256,499214,617587,151995
379.5,428975,926301,496987,617421,155683
380.5,423830,932491,494863,617061,159042
381.5,418851,937798,492835,616495,162065
382.5,414034,942200,490895,615710,164746
383.5,409375,945679,489034,614696,167081
384.5,404869,948220,487246,613445,169068
385.5,400513,949812,485520,611948,170705
386.5,396301,950449,483849,610200,171992
387.5,392229,950130,482224,608194,172930
388.5,388293,948856,480637,605928,173524
389.5,384487,946633,479077,603399,173776
390.5,380809,943472,477537,600606,173692
391.5,377253,939387,476008,597549,173280
392.5,373814,934394,474480,594229,172547
393.5,370488,928516,472945,590650,171503
394.5,367272,921778,471394,586815,170157
395.5,364160,914206,469818,582728,168522
396.5,361148,905831,468210,578396,166609
397.5,358232,896686,466561,573826,164431
398.5,355407,886806,464862,569025,162002
399.5,352669,876229,463106,564002,159336
400.5,350014,864994,461287,558765,156448
401.5,347438,853141,459395,553325,153353
402.5,344935,840712,457425,547691,150066
403.5,342503,827748,455371,541874,146604
404.5,340136,814294,453226,535885,142981
405.5,337830,800392,450986,529736,139215
406.5,335580,786085,448644,523436,135320
407.5,333383,771418,446196,516999,131312
408.5,331234,756432,443639,510435,127207
409.5,329128,741170,440968,503755,123019
410.5,327061,725674,438181,496972,118765
411.5,325028,709983,435276,490095,114457
412.5,323024,694137,432250,483137,110111
413.5,321045,678173,429102,476107,105739
414.5,319086,662129,425832,469016,101355
415.5,317142,646039,422439,461873,96970
416.5,315207,629937,418923,454689,92598
417.5,313278,613855,415286,447473,88249
418.5,311348,597822,411529,440233,83934
419.5,309414,581867,407654,432978,79663
420.5,307469,566016,403663,425716,75446
421.5,305508,550294,399559,418454,71292
